2159973,C
2159973,C
1875652,C
1875652,C
2166587,C
2166587,C
2023320,C
2023320,C
2072006,C
2072006,C
2004306,C
2004306,C
2044733,C
2044733,C
2006171,C
2006171,C
2196805,C
2196805,C
2002032,C
2002032,C
1938396,C
1938396,C
1922208,C
1922208,C
1955668,C
1955668,C
1948196,C
1948196,C
2015514,C
2015514,C
2156642,C
2156642,C
1893211,C
1893211,C
2094441,C
2094441,C
2074151,C
2074151,C
2064417,C
2064417,C
1993003,C
1993003,C
2103686,C
2103686,C
2042449,C
2042449,C
1828244,C
1828244,C
2020221,C
2020221,C
2007339,C
2007339,C
1809091,C
1809091,C
1970969,C
1970969,C
2049475,C
2049475,C
2044294,C
2044294,C
1955893,C
1955893,C
1884934,C
1884934,C
2013166,C
2013166,C
1922075,C
1922075,C
2086996,C
2086996,C
2106219,C
2106219,C
1990057,C
1990057,C
1913792,C
1913792,C
1938642,C
1938642,C
2086241,C
2086241,C
1939695,C
1939695,C
1942578,C
1942578,C
1983243,C
1983243,C
1954504,C
1954504,C
2095049,C
2095049,C
2162800,C
2162800,C
2062652,C
2062652,C
1872866,C
1872866,C
1847764,C
1847764,C
1936091,C
1936091,C
2033879,C
2033879,C
2008868,C
2008868,C
1929534,C
1929534,C
2072855,C
2072855,C
2317410,C
2317410,C
1854803,C
1854803,C
2015867,C
2015867,C
1936388,C
1936388,C
2095056,C
2095056,C
1816659,C
1816659,C
1906054,C
1906054,C
2093346,C
2093346,C
2077765,C
2077765,C
2178846,C
2178846,C
2012022,C
2012022,C
1843045,C
1843045,C
2105843,C
2105843,C
1956374,C
1956374,C
1900650,C
1900650,C
1916988,C
1916988,C
1844822,C
1844822,C
1917261,C
1917261,C
2018112,C
2018112,C
1920883,C
1920883,C
1896822,C
1896822,C
1861485,C
1861485,C
2137329,C
2137329,C
1893660,C
1893660,C
2102379,C
2102379,C
2027981,C
2027981,C
2124908,C
2124908,C
1911150,C
1911150,C
1907275,C
1907275,C
1888986,C
1888986,C
2136664,C
2136664,C
1959183,C
1959183,C
2117579,C
2117579,C
1989810,C
1989810,C
1936952,C
1936952,C
2095576,C
2095576,C
2134704,C
2134704,C
1969110,C
1969110,C
2033632,C
2033632,C
2043260,C
2043260,C
1780811,C
1780811,C
1891869,C
1891869,C
1931748,C
1931748,C
1947824,C
1947824,C
1700619,C
1700619,C
2071938,C
2071938,C
2030112,C
2030112,C
2073131,C
2073131,C
1851346,C
1851346,C
1894676,C
1894676,C
2018377,C
2018377,C
1914261,C
1914261,C
1980653,C
1980653,C
2088371,C
2088371,C
1962467,C
1962467,C
2047422,C
2047422,C
2146211,C
2146211,C
1929607,C
1929607,C
2157800,C
2157800,C
2179201,C
2179201,C
1903970,C
1903970,C
2011551,C
2011551,C
2134703,C
2134703,C
2209508,C
2209508,C
1989415,C
1989415,C
2037658,C
2037658,C
2013168,C
2013168,C
2010349,C
2010349,C
1770123,C
1770123,C
1954269,C
1954269,C
2001097,C
2001097,C
1902858,C
1902858,C
1880368,C
1880368,C
1818660,C
1818660,C
1925928,C
1925928,C
2117536,C
2117536,C
1913133,C
1913133,C
1810967,C
1810967,C
2053147,C
2053147,C
2021231,C
2021231,C
2155139,C
2155139,C
2117361,C
2117361,C
1928710,C
1928710,C
1807698,C
1807698,C
1925457,C
1925457,C
2174159,C
2174159,C
2116601,C
2116601,C
2051206,C
2051206,C
2086472,C
2086472,C
2000834,C
2000834,C
1888201,C
1888201,C
1955881,C
1955881,C
2039888,C
2039888,C
1864667,C
1864667,C
2117411,C
2117411,C
1943324,C
1943324,C
2180475,C
2180475,C
1973936,C
1973936,C
1959467,C
1959467,C
2028299,C
2028299,C
2017556,C
2017556,C
1973869,C
1973869,C
2057537,C
2057537,C
2029782,C
2029782,C
2060170,C
2060170,C
2070091,C
2070091,C
2029537,C
2029537,C
2004837,C
2004837,C
1977260,C
1977260,C
1928516,C
1928516,C
2037501,C
2037501,C
2165455,C
2165455,C
1978992,C
1978992,C
2150238,C
2150238,C
1970474,C
1970474,C
1936250,C
1936250,C
1901834,C
1901834,C
1901482,C
1901482,C
2049785,C
2049785,C
2100012,C
2100012,C
1760779,C
1760779,C
2077750,C
2077750,C
1863969,C
1863969,C
2028345,C
2028345,C
1745781,C
1745781,C
1854375,C
1854375,C
2094167,C
2094167,C
2005908,C
2005908,C
2116546,C
2116546,C
2098139,C
2098139,C
2067456,C
2067456,C
2031605,C
2031605,C
1979054,C
1979054,C
2012355,C
2012355,C
2233382,C
2233382,C
2119178,C
2119178,C
2033197,C
2033197,C
1895162,C
1895162,C
1989316,C
1989316,C
1926242,C
1926242,C
2012067,C
2012067,C
2010451,C
2010451,C
1871326,C
1871326,C
2108198,C
2108198,C
1996092,C
1996092,C
1929152,C
1929152,C
2170623,C
2170623,C
2076261,C
2076261,C
2099140,C
2099140,C
1953370,C
1953370,C
1904253,C
1904253,C
2063528,C
2063528,C
2070085,C
2070085,C
2103318,C
2103318,C
2036553,C
2036553,C
2002580,C
2002580,C
2100024,C
2100024,C
2095661,C
2095661,C
1924133,C
1924133,C
1747747,C
1747747,C
2103394,C
2103394,C
2075860,C
2075860,C
1963704,C
1963704,C
1914174,C
1914174,C
2219642,C
2219642,C
2028722,C
2028722,C
1965987,C
1965987,C
2071340,C
2071340,C
2149650,C
2149650,C
2085000,C
2085000,C
2005522,C
2005522,C
2081883,C
2081883,C
1989463,C
1989463,C
1932937,C
1932937,C
1876812,C
1876812,C
1901097,C
1901097,C
1965131,C
1965131,C
1975765,C
1975765,C
2106591,C
2106591,C
2114135,C
2114135,C
2006605,C
2006605,C
1878386,C
1878386,C
1821679,C
1821679,C
2061833,C
2061833,C
1972371,C
1972371,C
2071225,C
2071225,C
2035025,C
2035025,C
1898958,C
1898958,C
1999780,C
1999780,C
2030734,C
2030734,C
1986496,C
1986496,C
2112113,C
2112113,C
1922580,C
1922580,C
2157092,C
2157092,C
2124271,C
2124271,C
1910146,C
1910146,C
1955380,C
1955380,C
2054123,C
2054123,C
2192396,C
2192396,C
2036202,C
2036202,C
2050470,C
2050470,C
2121762,C
2121762,C
1967171,C
1967171,C
1900819,C
1900819,C
1977988,C
1977988,C
1972797,C
1972797,C
1918384,C
1918384,C
2053577,C
2053577,C
2105629,C
2105629,C
1897026,C
1897026,C
2033388,C
2033388,C
2009575,C
2009575,C
1822994,C
1822994,C
1964650,C
1964650,C
1979930,C
1979930,C
1923046,C
1923046,C
2016138,C
2016138,C
2082767,C
2082767,C
2266367,C
2266367,C
1836585,C
1836585,C
1998026,C
1998026,C
1988653,C
1988653,C
2058150,C
2058150,C
1845548,C
1845548,C
1965987,C
1965987,C
2003990,C
2003990,C
2204078,C
2204078,C
1874341,C
1874341,C
1842296,C
1842296,C
2008670,C
2008670,C
1907939,C
1907939,C
1952553,C
1952553,C
2052336,C
2052336,C
2092664,C
2092664,C
2104684,C
2104684,C
1923070,C
1923070,C
2055278,C
2055278,C
1958248,C
1958248,C
1908938,C
1908938,C
1871183,C
1871183,C
1975598,C
1975598,C
1939453,C
1939453,C
2004414,C
2004414,C
2055640,C
2055640,C
2071773,C
2071773,C
2199128,C
2199128,C
2096394,C
2096394,C
2047146,C
2047146,C
2191277,C
2191277,C
2037404,C
2037404,C
1963773,C
1963773,C
1824272,C
1824272,C
2175940,C
2175940,C
2087716,C
2087716,C
2025501,C
2025501,C
1929418,C
1929418,C
2042679,C
2042679,C
1964656,C
1964656,C
1951359,C
1951359,C
1983741,C
1983741,C
1921546,C
1921546,C
1774442,C
1774442,C
2022561,C
2022561,C
2024335,C
2024335,C
2031671,C
2031671,C
1984224,C
1984224,C
1888657,C
1888657,C
2024740,C
2024740,C
2024792,C
2024792,C
1950203,C
1950203,C
1890379,C
1890379,C
2053214,C
2053214,C
2187839,C
2187839,C
2124117,C
2124117,C
2080628,C
2080628,C
1911269,C
1911269,C
1993938,C
1993938,C
1973060,C
1973060,C
1989457,C
1989457,C
2065977,C
2065977,C
1973971,C
1973971,C
1796056,C
1796056,C
2135899,C
2135899,C
1859602,C
1859602,C
1837834,C
1837834,C
1965405,C
1965405,C
1940911,C
1940911,C
2068405,C
2068405,C
2229442,C
2229442,C
2013890,C
2013890,C
1963053,C
1963053,C
2163317,C
2163317,C
2046562,C
2046562,C
1853947,C
1853947,C
1954250,C
1954250,C
2025748,C
2025748,C
1929889,C
1929889,C
1976144,C
1976144,C
2099951,C
2099951,C
2088062,C
2088062,C
2084277,C
2084277,C
2030928,C
2030928,C
2257435,C
2257435,C
2083536,C
2083536,C
2060758,C
2060758,C
1991346,C
1991346,C
1960673,C
1960673,C
1793530,C
1793530,C
1973054,C
1973054,C
2002669,C
2002669,C
1827763,C
1827763,C
2069812,C
2069812,C
2012806,C
2012806,C
2145425,C
2145425,C
2059977,C
2059977,C
1934116,C
1934116,C
2096916,C
2096916,C
2065373,C
2065373,C
2015632,C
2015632,C
2039402,C
2039402,C
1940966,C
1940966,C
1861255,C
1861255,C
1950402,C
1950402,C
1965328,C
1965328,C
2028792,C
2028792,C
2128071,C
2128071,C
2167300,C
2167300,C
2070827,C
2070827,C
2149868,C
2149868,C
2038154,C
2038154,C
2050727,C
2050727,C
2016636,C
2016636,C
